218413,13,70,73,803,231,,,,,2890,13,70,73,75.28125,21.65625
218423,11,70,73,802,233,,,,,2900,11,70,73,75.1875,21.84375
218433,9,70,73,803,232,,,,,2910,9,70,73,75.28125,21.75
218443,9,70,73,802,233,,,,,2920,9,70,73,75.1875,21.84375
218453,8,70,73,803,234,,,,,2930,8,70,73,75.28125,21.9375
218473,9,70,73,803,233,,,,,2950,9,70,73,75.28125,21.84375
218483,9,70,73,802,236,,,,,2960,9,70,73,75.1875,22.125
218493,11,70,73,803,235,,,,,2970,11,70,73,75.28125,22.03125
218502,11,70,73,803,238,,,,,2979,11,70,73,75.28125,22.3125
218513,16,70,73,802,237,,,,,2990,16,70,73,75.1875,22.21875
218523,19,70,73,802,239,,,,,3000,19,70,73,75.1875,22.40625
218533,22,70,73,802,239,,,,,3010,22,70,73,75.1875,22.40625
218543,27,70,73,803,241,,,,,3020,27,70,73,75.28125,22.59375
218553,31,70,73,803,242,,,,,3030,31,70,73,75.28125,22.6875
218563,35,70,73,802,242,,,,,3040,35,70,73,75.1875,22.6875
218572,35,70,73,803,243,,,,,3049,35,70,73,75.28125,22.78125
218583,43,70,73,803,243,,,,,3060,43,70,73,75.28125,22.78125
218593,46,70,73,802,243,,,,,3070,46,70,73,75.1875,22.78125
218603,49,70,73,803,244,,,,,3080,49,70,73,75.28125,22.875
218612,49,70,73,802,245,,,,,3089,49,70,73,75.1875,22.96875
218623,53,70,73,802,245,,,,,3100,53,70,73,75.1875,22.96875
218632,53,70,73,803,246,,,,,3109,53,70,73,75.28125,23.0625
218643,54,70,73,802,247,,,,,3120,54,70,73,75.1875,23.15625
218653,54,70,73,803,246,,,,,3130,54,70,73,75.28125,23.0625
218663,54,70,73,803,248,,,,,3140,54,70,73,75.28125,23.25
218673,54,70,73,803,247,,,,,3150,54,70,73,75.28125,23.15625
218683,54,70,73,803,248,,,,,3160,54,70,73,75.28125,23.25
218693,52,70,73,802,248,,,,,3170,52,70,73,75.1875,23.25
218702,52,70,73,803,248,,,,,3179,52,70,73,75.28125,23.25
218713,49,70,73,802,250,,,,,3190,49,70,73,75.1875,23.4375
218723,47,70,73,803,252,,,,,3200,47,70,73,75.28125,23.625
218743,41,70,73,803,262,,,,,3220,41,70,73,75.28125,24.5625
218752,41,70,73,803,271,,,,,3229,41,70,73,75.28125,25.40625
218763,35,70,73,803,284,,,,,3240,35,70,73,75.28125,26.625
218772,35,70,73,803,291,,,,,3249,35,70,73,75.28125,27.28125
218783,28,70,73,803,298,,,,,3260,28,70,73,75.28125,27.9375
218793,26,70,73,803,298,,,,,3270,26,70,73,75.28125,27.9375
218803,22,70,73,803,297,,,,,3280,22,70,73,75.28125,27.84375
218813,19,70,73,803,299,,,,,3290,19,70,73,75.28125,28.03125
218823,17,70,73,803,298,,,,,3300,17,70,73,75.28125,27.9375
